,School Name,Cohort Year,Cohort Category,Demographic,Total Cohort Num,Total Grads Num,Total Grads Pct of cohort
305,BARD HIGH SCHOOL EARLY COLLEGE,2002,4 Year  June,Female,84,79,94.00%
306,BARD HIGH SCHOOL EARLY COLLEGE,2002,5 Year,Female,84,83,98.80%
307,BARD HIGH SCHOOL EARLY COLLEGE,2002,6 Year,Female,84,83,98.80%
308,BARD HIGH SCHOOL EARLY COLLEGE,2003,4 Year  June,Female,94,94,100.00%
309,BARD HIGH SCHOOL EARLY COLLEGE,2003,5 Year,Female,94,94,100.00%
310,BARD HIGH SCHOOL EARLY COLLEGE,2003,6 Year,Female,94,94,100.00%
311,BARD HIGH SCHOOL EARLY COLLEGE,2004,4 Year  June,Female,90,84,93.30%
312,BARD HIGH SCHOOL EARLY COLLEGE,2004,5 Year,Female,88,85,96.60%
313,BARD HIGH SCHOOL EARLY COLLEGE,2004,6 Year,Female,88,85,96.60%
314,BARD HIGH SCHOOL EARLY COLLEGE,2005,4 Year  June,Female,80,76,95.00%
315,BARD HIGH SCHOOL EARLY COLLEGE,2005,4 Year August,Female,80,76,95.00%
316,BARD HIGH SCHOOL EARLY COLLEGE,2005,5 Year,Female,80,77,96.30%
317,BARD HIGH SCHOOL EARLY COLLEGE,2005,6 Year,Female,81,78,96.30%
318,BARD HIGH SCHOOL EARLY COLLEGE,2006,4 Year  June,Female,93,90,96.80%
319,BARD HIGH SCHOOL EARLY COLLEGE,2006,4 Year August,Female,93,91,97.80%
320,BARD HIGH SCHOOL EARLY COLLEGE,2006,5 Year  June,Female,92,91,98.90%
321,BARD HIGH SCHOOL EARLY COLLEGE,2006,5 Year August,Female,92,91,98.90%
322,BARD HIGH SCHOOL EARLY COLLEGE,2007,4 Year  June,Female,80,78,97.50%
323,BARD HIGH SCHOOL EARLY COLLEGE,2007,4 Year August,Female,80,79,98.80%
324,BARD HIGH SCHOOL EARLY COLLEGE,2001,4 Year  June,Male,44,40,90.90%
325,BARD HIGH SCHOOL EARLY COLLEGE,2001,5 Year,Male,44,43,97.70%
326,BARD HIGH SCHOOL EARLY COLLEGE,2001,6 Year,Male,44,43,97.70%
327,BARD HIGH SCHOOL EARLY COLLEGE,2002,4 Year  June,Male,26,25,96.20%
328,BARD HIGH SCHOOL EARLY COLLEGE,2002,5 Year,Male,26,25,96.20%
329,BARD HIGH SCHOOL EARLY COLLEGE,2002,6 Year,Male,26,25,96.20%
330,BARD HIGH SCHOOL EARLY COLLEGE,2003,4 Year  June,Male,32,29,90.60%
331,BARD HIGH SCHOOL EARLY COLLEGE,2003,5 Year,Male,32,29,90.60%
332,BARD HIGH SCHOOL EARLY COLLEGE,2003,6 Year,Male,32,29,90.60%
333,BARD HIGH SCHOOL EARLY COLLEGE,2004,4 Year  June,Male,27,24,88.90%
334,BARD HIGH SCHOOL EARLY COLLEGE,2004,5 Year,Male,27,24,88.90%
335,BARD HIGH SCHOOL EARLY COLLEGE,2004,6 Year,Male,27,24,88.90%
336,BARD HIGH SCHOOL EARLY COLLEGE,2005,4 Year  June,Male,35,31,88.60%
337,BARD HIGH SCHOOL EARLY COLLEGE,2005,4 Year August,Male,35,31,88.60%
338,BARD HIGH SCHOOL EARLY COLLEGE,2005,5 Year,Male,33,31,93.90%
339,BARD HIGH SCHOOL EARLY COLLEGE,2005,6 Year,Male,33,31,93.90%
340,BARD HIGH SCHOOL EARLY COLLEGE,2006,4 Year  June,Male,46,44,95.70%
341,BARD HIGH SCHOOL EARLY COLLEGE,2006,4 Year August,Male,46,45,97.80%
342,BARD HIGH SCHOOL EARLY COLLEGE,2006,5 Year  June,Male,45,45,100.00%
343,BARD HIGH SCHOOL EARLY COLLEGE,2006,5 Year August,Male,45,45,100.00%
344,BARD HIGH SCHOOL EARLY COLLEGE,2007,4 Year  June,Male,45,44,97.80%
345,BARD HIGH SCHOOL EARLY COLLEGE,2007,4 Year August,Male,45,44,97.80%
349,AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL,2002,4 Year  June,Female,9, s ,s
350,AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL,2002,5 Year,Female,9, s ,s
351,AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL,2002,6 Year,Female,9, s ,s
352,AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL,2003,4 Year  June,Female,8, s ,s
353,AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL,2003,5 Year,Female,8, s ,s
354,AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL,2003,6 Year,Female,8, s ,s
355,AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL,2004,4 Year  June,Female,12, s ,s
356,AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL,2004,5 Year,Female,12, s ,s
357,AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL,2004,6 Year,Female,12, s ,s
358,AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL,2005,4 Year  June,Female,15, s ,s
359,AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL,2005,4 Year August,Female,15, s ,s
360,AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL,2005,5 Year,Female,15, s ,s
361,AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL,2005,6 Year,Female,15, s ,s
362,AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL,2006,4 Year  June,Female,20, s ,s
363,AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL,2006,4 Year August,Female,20, s ,s
364,AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL,2006,5 Year  June,Female,20, s ,s
365,AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL,2006,5 Year August,Female,20, s ,s
366,AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL,2007,4 Year  June,Female,15, s ,s
367,AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL,2007,4 Year August,Female,15, s ,s
368,AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL,2001,4 Year  June,Male,8, s ,s
369,AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL,2001,5 Year,Male,8, s ,s
370,AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL,2001,6 Year,Male,8, s ,s
371,AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL,2002,4 Year  June,Male,9, s ,s
372,AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL,2002,5 Year,Male,9, s ,s
373,AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL,2002,6 Year,Male,9, s ,s
374,AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL,2003,4 Year  June,Male,9, s ,s
375,AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL,2003,5 Year,Male,9, s ,s
376,AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL,2003,6 Year,Male,9, s ,s
380,AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL,2005,4 Year  June,Male,9, s ,s
381,AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL,2005,4 Year August,Male,9, s ,s
382,AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL,2005,5 Year,Male,9, s ,s
383,AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL,2005,6 Year,Male,10, s ,s
386,AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL,2006,5 Year  June,Male,6, s ,s
387,AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL,2006,5 Year August,Male,6, s ,s
388,AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL,2007,4 Year  June,Male,8, s ,s
389,AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL,2007,4 Year August,Male,8, s ,s
396,FOOD AND FINANCE HIGH SCHOOL,2004,4 Year  June,Female,48,30,62.50%
397,FOOD AND FINANCE HIGH SCHOOL,2004,5 Year,Female,48,33,68.80%
398,FOOD AND FINANCE HIGH SCHOOL,2004,6 Year,Female,49,33,67.30%
399,FOOD AND FINANCE HIGH SCHOOL,2005,4 Year  June,Female,47,39,83.00%
400,FOOD AND FINANCE HIGH SCHOOL,2005,4 Year August,Female,47,43,91.50%
401,FOOD AND FINANCE HIGH SCHOOL,2005,5 Year,Female,47,44,93.60%
402,FOOD AND FINANCE HIGH SCHOOL,2005,6 Year,Female,47,44,93.60%
403,FOOD AND FINANCE HIGH SCHOOL,2006,4 Year  June,Female,59,55,93.20%
404,FOOD AND FINANCE HIGH SCHOOL,2006,4 Year August,Female,59,56,94.90%
405,FOOD AND FINANCE HIGH SCHOOL,2006,5 Year  June,Female,59,57,96.60%
406,FOOD AND FINANCE HIGH SCHOOL,2006,5 Year August,Female,59,57,96.60%
407,FOOD AND FINANCE HIGH SCHOOL,2007,4 Year  June,Female,50,41,82.00%
408,FOOD AND FINANCE HIGH SCHOOL,2007,4 Year August,Female,50,43,86.00%
415,FOOD AND FINANCE HIGH SCHOOL,2004,4 Year  June,Male,32,23,71.90%
416,FOOD AND FINANCE HIGH SCHOOL,2004,5 Year,Male,35,25,71.40%
417,FOOD AND FINANCE HIGH SCHOOL,2004,6 Year,Male,35,26,74.30%
418,FOOD AND FINANCE HIGH SCHOOL,2005,4 Year  June,Male,32,20,62.50%
419,FOOD AND FINANCE HIGH SCHOOL,2005,4 Year August,Male,32,27,84.40%
420,FOOD AND FINANCE HIGH SCHOOL,2005,5 Year,Male,31,28,90.30%
421,FOOD AND FINANCE HIGH SCHOOL,2005,6 Year,Male,31,28,90.30%
422,FOOD AND FINANCE HIGH SCHOOL,2006,4 Year  June,Male,43,36,83.70%
423,FOOD AND FINANCE HIGH SCHOOL,2006,4 Year August,Male,43,36,83.70%
424,FOOD AND FINANCE HIGH SCHOOL,2006,5 Year  June,Male,41,36,87.80%
425,FOOD AND FINANCE HIGH SCHOOL,2006,5 Year August,Male,41,36,87.80%
426,FOOD AND FINANCE HIGH SCHOOL,2007,4 Year  June,Male,40,28,70.00%
427,FOOD AND FINANCE HIGH SCHOOL,2007,4 Year August,Male,40,30,75.00%
428,ESSEX STREET ACADEMY,2003,4 Year  June,Female,6, s ,s
429,ESSEX STREET ACADEMY,2003,5 Year,Female,6, s ,s
430,ESSEX STREET ACADEMY,2003,6 Year,Female,6, s ,s
431,ESSEX STREET ACADEMY,2004,4 Year  June,Female,48,42,87.50%
432,ESSEX STREET ACADEMY,2004,5 Year,Female,48,42,87.50%
433,ESSEX STREET ACADEMY,2004,6 Year,Female,48,42,87.50%
434,ESSEX STREET ACADEMY,2005,4 Year  June,Female,31,26,83.90%
435,ESSEX STREET ACADEMY,2005,4 Year August,Female,31,26,83.90%
436,ESSEX STREET ACADEMY,2005,5 Year,Female,30,26,86.70%
437,ESSEX STREET ACADEMY,2005,6 Year,Female,30,26,86.70%
438,ESSEX STREET ACADEMY,2006,4 Year  June,Female,43,32,74.40%
439,ESSEX STREET ACADEMY,2006,4 Year August,Female,43,34,79.10%
440,ESSEX STREET ACADEMY,2006,5 Year  June,Female,43,34,79.10%
441,ESSEX STREET ACADEMY,2006,5 Year August,Female,43,34,79.10%
442,ESSEX STREET ACADEMY,2007,4 Year  June,Female,43,28,65.10%
443,ESSEX STREET ACADEMY,2007,4 Year August,Female,43,32,74.40%
450,ESSEX STREET ACADEMY,2004,4 Year  June,Male,48,39,81.30%
451,ESSEX STREET ACADEMY,2004,5 Year,Male,47,41,87.20%
452,ESSEX STREET ACADEMY,2004,6 Year,Male,48,41,85.40%
453,ESSEX STREET ACADEMY,2005,4 Year  June,Male,39,28,71.80%
454,ESSEX STREET ACADEMY,2005,4 Year August,Male,39,32,82.10%
455,ESSEX STREET ACADEMY,2005,5 Year,Male,36,33,91.70%
456,ESSEX STREET ACADEMY,2005,6 Year,Male,37,34,91.90%
457,ESSEX STREET ACADEMY,2006,4 Year  June,Male,46,32,69.60%
458,ESSEX STREET ACADEMY,2006,4 Year August,Male,46,33,71.70%
459,ESSEX STREET ACADEMY,2006,5 Year  June,Male,45,33,73.30%
460,ESSEX STREET ACADEMY,2006,5 Year August,Male,45,34,75.60%
461,ESSEX STREET ACADEMY,2007,4 Year  June,Male,37,19,51.40%
462,ESSEX STREET ACADEMY,2007,4 Year August,Male,37,22,59.50%
466,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2004,4 Year  June,Female,56,42,75.00%
467,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2004,5 Year,Female,58,47,81.00%
468,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2004,6 Year,Female,57,48,84.20%
469,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2005,4 Year  June,Female,70,60,85.70%
470,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2005,4 Year August,Female,70,65,92.90%
471,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2005,5 Year,Female,71,66,93.00%
472,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2005,6 Year,Female,71,67,94.40%
473,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2006,4 Year  June,Female,53,41,77.40%
474,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2006,4 Year August,Female,53,42,79.20%
475,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2006,5 Year  June,Female,50,43,86.00%
476,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2006,5 Year August,Female,50,43,86.00%
477,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2007,4 Year  June,Female,55,44,80.00%
478,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2007,4 Year August,Female,55,45,81.80%
482,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2004,4 Year  June,Male,25,17,68.00%
483,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2004,5 Year,Male,23,19,82.60%
484,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2004,6 Year,Male,23,19,82.60%
485,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2005,4 Year  June,Male,21,14,66.70%
486,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2005,4 Year August,Male,21,15,71.40%
487,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2005,5 Year,Male,20, s ,s
488,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2005,6 Year,Male,20, s ,s
489,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2006,4 Year  June,Male,22,17,77.30%
490,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2006,4 Year August,Male,22,18,81.80%
491,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2006,5 Year  June,Male,22,19,86.40%
492,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2006,5 Year August,Male,22,19,86.40%
493,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2007,4 Year  June,Male,27,17,63.00%
494,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,2007,4 Year August,Male,27,20,74.10%
498,PACE HIGH SCHOOL,2004,4 Year  June,Female,55,45,81.80%
499,PACE HIGH SCHOOL,2004,5 Year,Female,53,46,86.80%
500,PACE HIGH SCHOOL,2004,6 Year,Female,53,47,88.70%
501,PACE HIGH SCHOOL,2005,4 Year  June,Female,50,44,88.00%
502,PACE HIGH SCHOOL,2005,4 Year August,Female,50,46,92.00%
503,PACE HIGH SCHOOL,2005,5 Year,Female,50,46,92.00%
504,PACE HIGH SCHOOL,2005,6 Year,Female,50,46,92.00%
505,PACE HIGH SCHOOL,2006,4 Year  June,Female,48,41,85.40%
506,PACE HIGH SCHOOL,2006,4 Year August,Female,48,41,85.40%
507,PACE HIGH SCHOOL,2006,5 Year  June,Female,48,41,85.40%
508,PACE HIGH SCHOOL,2006,5 Year August,Female,48,41,85.40%
509,PACE HIGH SCHOOL,2007,4 Year  June,Female,54,49,90.70%
510,PACE HIGH SCHOOL,2007,4 Year August,Female,54,49,90.70%
517,PACE HIGH SCHOOL,2004,4 Year  June,Male,60,53,88.30%
518,PACE HIGH SCHOOL,2004,5 Year,Male,61,56,91.80%
519,PACE HIGH SCHOOL,2004,6 Year,Male,62,57,91.90%
520,PACE HIGH SCHOOL,2005,4 Year  June,Male,48,38,79.20%
521,PACE HIGH SCHOOL,2005,4 Year August,Male,48,40,83.30%
522,PACE HIGH SCHOOL,2005,5 Year,Male,48,43,89.60%
523,PACE HIGH SCHOOL,2005,6 Year,Male,48,43,89.60%
524,PACE HIGH SCHOOL,2006,4 Year  June,Male,44,37,84.10%
525,PACE HIGH SCHOOL,2006,4 Year August,Male,44,38,86.40%
526,PACE HIGH SCHOOL,2006,5 Year  June,Male,44,40,90.90%
527,PACE HIGH SCHOOL,2006,5 Year August,Male,44,40,90.90%
528,PACE HIGH SCHOOL,2007,4 Year  June,Male,40,37,92.50%
529,PACE HIGH SCHOOL,2007,4 Year August,Male,40,37,92.50%
536,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,2004,4 Year  June,Female,23,21,91.30%
537,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,2004,5 Year,Female,22,21,95.50%
538,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,2004,6 Year,Female,22,21,95.50%
539,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,2005,4 Year  June,Female,21,16,76.20%
540,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,2005,4 Year August,Female,21,17,81.00%
541,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,2005,5 Year,Female,20, s ,s
542,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,2005,6 Year,Female,20, s ,s
543,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,2006,4 Year  June,Female,23,17,73.90%
544,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,2006,4 Year August,Female,23,18,78.30%
545,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,2006,5 Year  June,Female,23,20,87.00%
546,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,2006,5 Year August,Female,23,20,87.00%
547,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,2007,4 Year  June,Female,21,15,71.40%
548,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,2007,4 Year August,Female,21,17,81.00%
555,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,2004,4 Year  June,Male,60,36,60.00%
556,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,2004,5 Year,Male,58,41,70.70%
557,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,2004,6 Year,Male,56,42,75.00%
558,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,2005,4 Year  June,Male,58,43,74.10%
559,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,2005,4 Year August,Male,58,47,81.00%
560,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,2005,5 Year,Male,57,47,82.50%
561,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,2005,6 Year,Male,57,49,86.00%
562,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,2006,4 Year  June,Male,57,32,56.10%
563,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,2006,4 Year August,Male,57,39,68.40%
564,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,2006,5 Year  June,Male,57,44,77.20%
565,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,2006,5 Year August,Male,57,45,78.90%
566,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,2007,4 Year  June,Male,65,32,49.20%
567,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,2007,4 Year August,Male,65,40,61.50%
571,FACING HISTORY SCHOOL (THE),2005,4 Year  June,Female,42,22,52.40%
572,FACING HISTORY SCHOOL (THE),2005,4 Year August,Female,42,28,66.70%
573,FACING HISTORY SCHOOL (THE),2005,5 Year,Female,37,29,78.40%
574,FACING HISTORY SCHOOL (THE),2005,6 Year,Female,36,29,80.60%
575,FACING HISTORY SCHOOL (THE),2006,4 Year  June,Female,33,23,69.70%
576,FACING HISTORY SCHOOL (THE),2006,4 Year August,Female,33,24,72.70%
577,FACING HISTORY SCHOOL (THE),2006,5 Year  June,Female,31,27,87.10%
578,FACING HISTORY SCHOOL (THE),2006,5 Year August,Female,31,27,87.10%
579,FACING HISTORY SCHOOL (THE),2007,4 Year  June,Female,36,19,52.80%
580,FACING HISTORY SCHOOL (THE),2007,4 Year August,Female,36,22,61.10%
583,FACING HISTORY SCHOOL (THE),2005,4 Year  June,Male,63,25,39.70%
584,FACING HISTORY SCHOOL (THE),2005,4 Year August,Male,63,25,39.70%
585,FACING HISTORY SCHOOL (THE),2005,5 Year,Male,53,27,50.90%
586,FACING HISTORY SCHOOL (THE),2005,6 Year,Male,53,29,54.70%
587,FACING HISTORY SCHOOL (THE),2006,4 Year  June,Male,38,11,28.90%
588,FACING HISTORY SCHOOL (THE),2006,4 Year August,Male,38,18,47.40%
589,FACING HISTORY SCHOOL (THE),2006,5 Year  June,Male,36,20,55.60%
590,FACING HISTORY SCHOOL (THE),2006,5 Year August,Male,36,20,55.60%
591,FACING HISTORY SCHOOL (THE),2007,4 Year  June,Male,43,19,44.20%
592,FACING HISTORY SCHOOL (THE),2007,4 Year August,Male,43,20,46.50%
596,URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW,2005,4 Year  June,Female,32,22,68.80%
597,URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW,2005,4 Year August,Female,32,23,71.90%
598,URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW,2005,5 Year,Female,33,24,72.70%
599,URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW,2005,6 Year,Female,33,25,75.80%
600,URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW,2006,4 Year  June,Female,38,29,76.30%
601,URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW,2006,4 Year August,Female,38,29,76.30%
602,URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW,2006,5 Year  June,Female,39,30,76.90%
603,URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW,2006,5 Year August,Female,39,30,76.90%
604,URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW,2007,4 Year  June,Female,29,20,69.00%
605,URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW,2007,4 Year August,Female,29,21,72.40%
606,URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW,2005,4 Year  June,Male,38,28,73.70%
607,URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW,2005,4 Year August,Male,38,28,73.70%
608,URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW,2005,5 Year,Male,39,29,74.40%
609,URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW,2005,6 Year,Male,39,29,74.40%
610,URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW,2006,4 Year  June,Male,23,17,73.90%
611,URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW,2006,4 Year August,Male,23,17,73.90%
612,URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW,2006,5 Year  June,Male,23,17,73.90%
613,URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW,2006,5 Year August,Male,23,17,73.90%
614,URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW,2007,4 Year  June,Male,30,17,56.70%
615,URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW,2007,4 Year August,Male,30,19,63.30%
619,LOWER MANHATTAN ARTS ACADEMY,2005,4 Year  June,Female,36,29,80.60%
620,LOWER MANHATTAN ARTS ACADEMY,2005,4 Year August,Female,36,29,80.60%
621,LOWER MANHATTAN ARTS ACADEMY,2005,5 Year,Female,35,31,88.60%
622,LOWER MANHATTAN ARTS ACADEMY,2005,6 Year,Female,35,31,88.60%
623,LOWER MANHATTAN ARTS ACADEMY,2006,4 Year  June,Female,40,31,77.50%
624,LOWER MANHATTAN ARTS ACADEMY,2006,4 Year August,Female,40,31,77.50%
625,LOWER MANHATTAN ARTS ACADEMY,2006,5 Year  June,Female,39,31,79.50%
626,LOWER MANHATTAN ARTS ACADEMY,2006,5 Year August,Female,39,31,79.50%
627,LOWER MANHATTAN ARTS ACADEMY,2007,4 Year  June,Female,39,30,76.90%
628,LOWER MANHATTAN ARTS ACADEMY,2007,4 Year August,Female,39,30,76.90%
629,LOWER MANHATTAN ARTS ACADEMY,2005,4 Year  June,Male,31,23,74.20%
630,LOWER MANHATTAN ARTS ACADEMY,2005,4 Year August,Male,31,23,74.20%
631,LOWER MANHATTAN ARTS ACADEMY,2005,5 Year,Male,30,24,80.00%
632,LOWER MANHATTAN ARTS ACADEMY,2005,6 Year,Male,30,25,83.30%
633,LOWER MANHATTAN ARTS ACADEMY,2006,4 Year  June,Male,28,15,53.60%
634,LOWER MANHATTAN ARTS ACADEMY,2006,4 Year August,Male,28,17,60.70%
635,LOWER MANHATTAN ARTS ACADEMY,2006,5 Year  June,Male,24,18,75.00%
636,LOWER MANHATTAN ARTS ACADEMY,2006,5 Year August,Male,24,18,75.00%
637,LOWER MANHATTAN ARTS ACADEMY,2007,4 Year  June,Male,24,16,66.70%
638,LOWER MANHATTAN ARTS ACADEMY,2007,4 Year August,Male,24,18,75.00%
642,JAMES BALDWIN SCHOOL-A SCHOOL FOR EXPEDITIONARY LR,2003,4 Year  June,Female,19, s ,s
643,JAMES BALDWIN SCHOOL-A SCHOOL FOR EXPEDITIONARY LR,2003,5 Year,Female,19, s ,s
644,JAMES BALDWIN SCHOOL-A SCHOOL FOR EXPEDITIONARY LR,2003,6 Year,Female,20, s ,s
645,JAMES BALDWIN SCHOOL-A SCHOOL FOR EXPEDITIONARY LR,2004,4 Year  June,Female,31,9,29.00%
646,JAMES BALDWIN SCHOOL-A SCHOOL FOR EXPEDITIONARY LR,2004,5 Year,Female,33,14,42.40%
647,JAMES BALDWIN SCHOOL-A SCHOOL FOR EXPEDITIONARY LR,2004,6 Year,Female,32,15,46.90%
648,JAMES BALDWIN SCHOOL-A SCHOOL FOR EXPEDITIONARY LR,2005,4 Year  June,Female,35,15,42.90%
649,JAMES BALDWIN SCHOOL-A SCHOOL FOR EXPEDITIONARY LR,2005,4 Year August,Female,35,17,48.60%
650,JAMES BALDWIN SCHOOL-A SCHOOL FOR EXPEDITIONARY LR,2005,5 Year,Female,35,22,62.90%
651,JAMES BALDWIN SCHOOL-A SCHOOL FOR EXPEDITIONARY LR,2005,6 Year,Female,35,24,68.60%
652,JAMES BALDWIN SCHOOL-A SCHOOL FOR EXPEDITIONARY LR,2006,4 Year  June,Female,43,24,55.80%
653,JAMES BALDWIN SCHOOL-A SCHOOL FOR EXPEDITIONARY LR,2006,4 Year August,Female,43,27,62.80%
654,JAMES BALDWIN SCHOOL-A SCHOOL FOR EXPEDITIONARY LR,2006,5 Year  June,Female,47,31,66.00%
655,JAMES BALDWIN SCHOOL-A SCHOOL FOR EXPEDITIONARY LR,2006,5 Year August,Female,47,31,66.00%
656,JAMES BALDWIN SCHOOL-A SCHOOL FOR EXPEDITIONARY LR,2007,4 Year  June,Female,49,31,63.30%
657,JAMES BALDWIN SCHOOL-A SCHOOL FOR EXPEDITIONARY LR,2007,4 Year August,Female,49,32,65.30%
661,JAMES BALDWIN SCHOOL-A SCHOOL FOR EXPEDITIONARY LR,2003,4 Year  June,Male,6, s ,s
662,JAMES BALDWIN SCHOOL-A SCHOOL FOR EXPEDITIONARY LR,2003,5 Year,Male,6, s ,s
